Moisture,Temparature,Humidity,soil temperature
61,29.8,39.1,25.31
61,29.8,39,25.31
61,29.8,38.5,25.31
61,29.7,38.6,25.37
61,29.7,38.8,25.31
61,29.7,38.6,25.37
61,29.9,39,25.37
61,29.8,39.2,25.37
61,29.8,38.5,25.37
61,29.9,38.8,25.44
61,29.8,38.5,25.44
61,29.9,37.9,25.44
61,29.9,38,25.37
61,29.9,37.7,25.44
61,29.9,37.7,25.44
61,29.9,37.6,25.44
61,29.9,37.7,25.44
61,30,37.8,25.37
61,30,37.3,25.44
61,30,37.4,25.44
61,30,37.3,25.44
61,30,37.3,25.5
61,30,37,25.5
61,30.1,37.6,25.5
61,30,37.2,25.5
61,30.2,37,25.5
61,30,36.7,25.56
61,29.9,36.8,25.56
61,30,37,25.56
61,30.1,36.9,25.56
61,30.1,36.7,25.62
61,30,36.8,25.62
61,30.2,36.8,25.56
61,30.4,36.3,25.56
61,30.4,36.5,25.56
61,30.2,36.9,25.56
61,30.1,37,25.56
61,30.2,37,25.62
61,30.3,36.9,25.56
61,30.3,36.8,25.62
61,30.2,37,25.62
61,30.2,36.9,25.62
61,30.3,36.8,25.62
62,30.3,36.6,25.69
62,30.3,36.8,25.62
62,30.3,36.6,25.62
62,30.3,36.5,25.69
62,30.2,37,25.69
62,30.2,36.7,25.69
62,30.2,36.6,25.75
62,30.2,36.4,25.69
62,30.3,36.1,25.75
61,30.5,36,25.81
61,30.5,35.8,25.75
61,30.2,37.5,25.56
61,30,37.9,25.44
61,30.2,37.6,25.25
61,30.3,37.8,25.12
60,30.2,37.7,25.06
60,30.2,37.6,24.94
60,30.3,37.4,24.87
60,30.2,38.5,24.81
60,30.1,39,24.75
60,30.2,40.1,24.75
60,30.5,39.7,24.69
60,30.3,40.1,24.69
60,30.1,40.1,24.63
60,30.2,39.4,24.69
61,30.5,39.4,24.69
61,30.6,39,24.81
61,30.6,38.8,24.94
61,30.5,38.8,25
61,30.5,38.4,25.06
61,30.5,38.7,25.12
61,30.5,38.7,25.25
60,30.4,38.8,25.31
60,30.4,38.6,25.31
60,30.1,38.8,25.19
60,30.2,38.9,25.19
60,30.2,38.9,25.12
60,30.2,39,25
60,30.3,38.8,24.94
60,30.2,39.4,24.87
60,30,39.5,24.81
59,30.1,39.3,24.75
59,30.1,39.4,24.69
59,30.1,39.5,24.69
59,30.2,39.3,24.63
59,30.2,39.5,24.56
59,30.1,39.6,24.5
59,30.1,39.7,24.5
59,30.1,40.2,24.5
59,29.9,40.1,24.56
59,29.9,40.2,24.5
59,30,40.3,24.44
59,30,40.4,24.5
59,30.1,40.1,24.44
59,30.2,39.8,24.5
59,30.2,39.9,24.44
59,30,39.7,24.5
59,30,39.5,24.37
59,30,39.4,24.44
59,30,39.5,24.44
59,30,39.4,24.37
59,30,39.4,24.37
58,30,39.3,24.37
58,30,39.2,24.37
58,30.2,39.1,24.37
58,30.3,39.6,24.44
58,30.5,39.9,24.44
58,30.5,40.3,24.5
59,30.4,40.3,24.44
58,30.1,40.1,24.44
58,30.2,39.9,24.37
58,30.1,40,24.37
58,30.1,40.2,24.44
58,30,40.4,24.44
58,30.1,40.4,24.44
58,30.1,40.5,24.5
58,30.4,40.2,24.44
58,30.2,40.3,24.5
59,30.2,40.3,24.44
59,30.3,40,24.44
59,30.2,40,24.44
59,30.2,40.1,24.5
59,30.2,40.1,24.5
59,30.4,40.1,24.5
59,30.1,40.2,24.5
59,30.2,40.2,24.56
59,30.1,40.2,24.5
59,30.1,40.3,24.5
58,30.2,40.3,24.5
58,30.1,40.3,24.5
58,30.1,40.3,24.56
58,30.1,40.1,24.56
58,30.3,39.9,24.5
58,30.3,39.7,24.56
58,30.3,39.7,24.56
58,30.4,39.7,24.56
58,30.2,39.8,24.56
58,30.2,39.8,24.56
58,30.2,39.9,24.5
58,30.2,39.9,24.56
58,30.2,39.9,24.56
58,30.2,40.1,24.56
58,30.3,39.9,24.56
58,30.2,40.3,24.56
58,30,40.3,24.63
58,29.9,40.5,24.56
58,30,40.4,24.56
58,30.2,40.4,24.63
58,30,40.5,24.63
58,30,40.5,24.63
58,30,40.6,24.63
58,30,40.6,24.56
58,30,40.7,24.56
58,30,40.8,24.63
58,30,40.6,24.69
58,30,40.5,24.63
58,30,40.5,24.63
58,30,40.5,24.63
58,30,40.4,24.63
58,30,40.5,24.63
58,30,40.5,24.63
58,30,40.6,24.63
58,29.9,40.9,24.63
58,29.9,41,24.69
58,29.9,41.2,24.63
58,29.8,41.4,24.63
58,29.8,41.6,24.63
58,29.9,41.7,24.63
58,29.8,41.8,24.63
58,29.7,41.9,24.63
58,29.6,42.2,24.69
58,29.6,42.3,24.69
58,29.7,42.3,24.69
58,29.7,42.3,24.75
58,29.8,42.4,24.75
58,29.8,42.4,24.75
58,29.8,42.3,24.69
58,29.9,42.3,24.69
58,29.8,42.3,24.75
58,29.8,42.4,24.75
58,29.7,42.7,24.75
58,29.7,42.8,24.75
58,29.7,43,24.75
58,29.7,43.1,24.81
58,29.7,43.2,24.81
58,29.6,43.4,24.87
58,29.5,43.5,24.87
58,29.5,43.7,24.87
58,29.6,43.9,24.81
58,29.6,44.1,24.81
58,29.6,44.2,24.81
58,29.5,44.2,24.87
58,29.5,44.1,24.87
58,29.6,44.1,24.87
58,29.6,44.2,24.94
57,29.3,44.3,24.87
58,29.2,44.3,24.87
57,29.2,44.2,24.87
57,29.2,44.4,24.87
58,29.2,44.5,24.94
57,29.4,45.1,24.87
57,29.6,44.7,24.87
57,29.6,44.7,24.94
57,29.4,45.3,24.94
57,29.3,45.4,24.87
57,29.1,45.8,24.87
57,29.5,45.3,24.94
57,29.2,46,24.94
56,29.1,46.1,25
56,29.4,46.1,25
56,29.3,45.6,25
56,29.4,45.6,25.06
56,29.5,45.6,25
56,29.5,45.7,25
56,29.5,45.6,25.06
56,29.3,45.9,25.06
56,29.2,46.1,25.06
56,29.2,46.3,25
56,29.3,46.1,25.06
56,29.2,46.5,25.12
56,29.4,46.5,25.06
57,29.3,47.1,25.06
56,29.2,48.1,25.06
56,29.4,47.5,25.12
56,29.5,47.2,25.12
56,29.4,46.9,25.12
56,29.4,46.8,25.12
56,29.5,46.5,25.06
56,29.5,46.3,25.12
56,29.5,46.3,25.06
56,29.4,46.2,25.12
57,29.1,46.3,25.12
57,29.2,46.8,25.12
57,29.5,45.1,25.19
57,29.7,43.9,25.25
57,29.6,44.7,25.31
56,29.5,45.2,25.37
56,29.6,45.3,25.44
56,29.6,44.8,25.5
56,29.6,44.6,25.56
56,29.7,44.6,25.62
56,29.9,44.3,25.69
56,29.9,44.5,25.69
56,30,44.7,25.75
56,29.7,45.2,25.81
56,29.9,45.4,25.81
56,30,44.8,25.88
56,30.1,44.6,25.88
56,30,44.5,25.94
56,30.1,44.4,26
56,30.1,44.8,26
56,30.2,44.3,26.06
56,30.3,44.5,26.06
56,30,44.2,26.06
56,30.2,44.1,26.06
56,30.2,43.7,26.12
56,30.2,43.3,26.19
56,30.2,42.8,26.12
55,30.3,42.2,26.12
55,30.4,41.8,26.12
56,30.3,41.2,26.19
55,30.5,41.1,26.19
55,30.5,40.7,26.19
55,30.5,40.6,26.19
55,30.5,40.7,26.19
55,30.5,40.6,26.19
55,30.5,40.7,26.25
55,30.5,40.6,26.25
55,30.5,40.6,26.25
55,30.5,40.9,26.25
55,30.5,40.7,26.25
55,30.6,40.7,26.31
55,30.5,40.9,26.25
55,30.5,40.8,26.31
55,30.7,40.2,26.31
55,30.6,40.3,26.44
55,30.6,40.2,26.31
54,30.5,40.3,26.37
54,30.6,40.2,26.37
54,30.5,40.4,26.37
54,30.5,40.5,26.37
55,30.6,40.3,26.37
54,30.6,40.3,26.37
55,30.7,39.9,26.37
55,30.8,39.9,26.37
55,30.6,39.8,26.44
55,30.7,39.8,26.44
55,30.8,39.7,26.44
55,30.9,39.6,26.44
55,30.9,39.3,26.44
55,30.9,39.8,26.37
55,30.9,39.3,26.5
55,30.9,38.8,26.5
55,30.9,38.8,26.5
55,30.9,39.2,26.5
55,30.9,39.3,26.5
55,30.9,39,26.56
55,31,38.3,26.5
55,31,38,26.62
55,31,38.1,26.5
55,30.9,38.1,26.56
55,30.8,38.2,26.56
55,31,37.7,26.56
55,31,37.7,26.62
55,31.1,38.1,26.62
55,30.8,38.3,26.62
55,30.9,38.1,26.62
55,31.2,37.8,26.69
55,31.3,37.6,26.69
55,31.3,37.7,26.69
55,31.3,37.7,26.69
55,31.3,37.4,26.69
55,31.2,37,26.69
55,31.3,36.8,26.62
55,31,37.7,26.56
55,31.1,37.8,26.5
55,31,38.6,26.44
55,31,38.2,26.31
56,31.1,37.3,26.25
56,31.2,36.8,26.19
56,31.4,36.7,26.12
56,31.3,36.4,26.06
56,31.3,36.1,26.06
56,31,36.1,26
55,31.2,36.6,25.94
56,31.1,36.4,25.94
56,31.3,35.4,25.94
56,31.3,35.9,26
56,31.4,35.7,25.94
56,31.4,35.5,26
56,31.4,35.7,26
56,31.3,36,26
56,31.2,36,26.06
56,31.2,35.6,26.06
56,31.3,35.7,26.06
56,31.3,35.9,26.06
56,31.3,36,26.06
56,31.4,36.1,26.12
56,31.1,36.5,26.12
56,31,36.8,26.12
56,31.1,37.1,26.19
56,31.2,37,26.19
52,31.2,36.9,26.25
52,31.2,36.7,26.25
52,31.2,36.6,26.19
52,31,35.6,26.19
52,30.9,32.3,26.19
52,30.8,32,26.19
53,30.8,31.1,26.12
52,30.7,31.3,26.12
52,30.6,32.2,26.12
52,30.7,32.8,26.19
52,30.9,32.9,26.12
52,30.9,32.7,26.19
52,30.8,32.6,26.19
52,30.9,32.7,26.19
52,30.9,33,26.19
52,31,33,26.19
52,30.9,33.1,26.19
52,30.9,32.8,26.12
53,30.9,32.9,26.19
53,31.1,33.3,26.19
53,30.9,33.7,26.19
53,30.8,34.5,26.19
53,30.7,35.5,26.19
53,30.6,36.1,26.12
53,30.7,36.6,26.12
53,30.5,37.4,26.12
53,30.5,38,26.19
53,30.6,38.5,26.19
53,30.5,38.8,26.19
53,30.6,39.1,26.25
53,30.6,39.3,26.19
53,30.6,39.3,26.25
53,31,38.7,26.25
53,30.9,38.6,26.31
53,31.2,38.1,26.44
53,30.8,38.1,26.5
53,30.9,37.7,26.62
53,31.1,37.1,26.69
53,31.1,37.2,26.75
53,31.1,37.5,26.75
53,31.2,36.8,26.81
53,31,37.5,26.87
52,31,37.5,26.94
53,30.9,37.5,26.94
52,30.9,37.7,27
52,31,38,27
52,31.1,38.8,27.06
52,30.9,38.1,27.06
52,31,37.7,27.13
52,31,37.3,27.13
52,30.9,37.7,27.13
52,30.8,37.5,27.13
52,30.4,36.6,27.13
52,30.4,37.7,27.13
52,30.7,38,27
52,30.8,37.9,26.94
52,30.9,37.9,26.81
52,30.9,38,26.75
52,30.9,37.9,26.69
52,31,37.9,26.69
52,31,37.8,26.56
52,31,37.8,26.5
52,30.9,37.8,26.5
52,30.9,37.8,26.5
52,30.9,37.7,26.5
52,30.9,37.7,26.5
51,30.9,37.7,26.5
52,30.9,37.8,26.5
51,30.9,37.8,26.44
52,30.8,37.8,26.44
52,30.9,37.7,26.44
51,30.9,37.7,26.44
51,30.9,37.6,26.44
51,31,37.4,26.44
51,30.9,37.4,26.44
51,30.9,37.3,26.44
51,30.9,37.3,26.44
51,30.9,37.3,26.44
51,30.9,37.4,26.44
51,30.8,37.5,26.5
51,30.8,37.6,26.5
51,30.8,37.6,26.5
51,30.8,37.6,26.5
51,30.8,37.7,26.5
51,30.8,37.8,26.5
51,30.7,38,26.44
51,30.8,38,26.5
51,30.7,38.3,26.44
51,30.5,38.4,26.5
51,30.5,38.4,26.56
51,30.5,38.5,26.5
51,30.7,38.5,26.56
51,30.7,38.7,26.5
51,30.7,38.8,26.5
51,30.6,39,26.5
50,30.6,39.1,26.5
50,30.7,39.3,26.5
50,30.7,39.6,26.56
50,30.7,39.8,26.56
50,30.7,40,26.56
50,30.5,40.3,26.62
50,30.5,40.6,26.56
50,30.6,40.7,26.62
50,30.6,41,26.62
50,30.6,41.2,26.62
50,30.6,41.5,26.69
50,30.6,41.7,26.69
50,30.5,41.7,26.62
49,30.5,41.8,26.69
50,30.5,42,26.69
50,30.5,42.1,26.62
49,30.5,42.3,26.69
49,30.6,42.4,26.69
49,30.5,42.4,26.69
49,30.5,42.4,26.69
49,30.5,42.4,26.69
49,30.5,42.5,26.69
49,30.5,42.5,26.69
49,30.5,42.6,26.69
49,30.4,42.7,26.69
49,30.5,42.7,26.69
49,30.4,42.8,26.69
49,30.4,42.8,26.69
49,30.4,42.8,26.75
49,30.4,42.8,26.69
49,30.4,42.9,26.75
48,30.4,42.9,26.69
48,30.4,43.1,26.69
48,30.2,43.3,26.69
48,30.2,43.4,26.69
48,30.3,43.3,26.69
48,30.3,43.2,26.69
48,30.3,43.1,26.69
48,30.2,43.2,26.62
48,30.1,43.2,26.69
48,30.1,43.2,26.62
48,30.1,43.3,26.62
48,30.1,43.3,26.69
48,30.2,43.6,26.69
48,30.2,43.7,26.62
47,30.2,43.8,26.69
47,30.2,43.9,26.62
47,30.1,44.1,26.62
47,30,44.4,26.62
47,30,44.5,26.62
47,29.8,44.7,26.62
47,29.8,45.2,26.62
47,29.9,45.3,26.62
47,30,45.6,26.62
47,30,45.6,26.62
47,30.2,45.3,26.62
47,30.2,45.2,26.62
46,29.9,45.8,26.62
46,29.7,46.3,26.62
47,29.7,46.2,26.62
47,29.8,46,26.62
47,29.9,45.9,26.62
47,29.8,46,26.62
54,29.9,46,26.62
54,29.8,46.1,26.37
54,29.9,46.2,26.19
54,29.9,46.1,26
55,30,45.8,25.94
55,29.8,46.1,25.75
56,29.6,46.7,25.62
56,29.6,46.7,25.56
56,29.5,46.8,25.44
56,29.6,47,25.31
57,29.6,47.2,25.31
57,29.4,47.7,25.19
57,29.6,47.7,25.12
57,29.6,47.9,25.06
57,29.6,47.7,24.94
57,29.6,47.5,24.94
57,29.7,46.9,24.94
57,29.7,46.5,24.87
57,29.6,46.2,24.87
57,29.7,45.5,24.81
57,29.7,44.6,24.75
57,29.8,44.2,24.75
57,29.6,43,24.63
57,29.7,43.2,24.63
54,29.8,43.5,24.56
53,29.9,42.8,24.69
54,30,41.7,24.69
54,30,39.5,24.75
54,29.9,38.4,24.75
54,30.1,37.7,24.81
54,30.4,38.2,24.81
54,30.5,37.4,24.87
54,30.4,36.4,25
54,30.2,35.7,24.94
55,30.4,35.9,25.06
55,30.5,35,25.06
55,30.5,34.7,25.12
55,30.7,35.4,25.19
55,30.7,34.8,25.19
55,30.8,35,25.25
55,30.7,34.5,25.31
55,30.8,34.7,25.31
56,30.9,34.9,25.37
56,31,34.4,25.44
57,31,33.7,25.5
58,31,34.3,25.5
58,31,33.9,25.56
58,30.9,33.8,25.56
58,31,32.9,25.62
58,31.2,32.6,25.62
58,31.3,32.9,25.62
58,31.3,33,25.69
58,31.3,32,25.69
58,31.4,32.3,25.69
58,31.3,32.4,25.75
58,31.3,31.8,25.81
58,31.3,32,25.81
59,31.4,31.8,25.81
58,31.3,32.2,25.81
59,31.5,30.9,25.88
59,31.3,31,25.88
59,31.3,31,25.88
59,31.3,30.8,25.94
59,31.3,30.7,25.94
59,31.4,29.6,26
59,31.6,29.2,26
59,31.5,29.3,26.06
59,31.5,30.2,26.06
59,31.5,29.9,26.06
59,31.5,29.8,26.06
59,31.6,29.3,26.06
59,31.7,27.6,26.12
59,31.4,28.1,26.12
59,31.5,28.2,26.12
59,31.6,28.2,26.12
60,31.7,26.8,26.12
60,31.6,26.3,26.19
60,31.5,25.7,26.12
60,31.6,25.8,26.19
60,31.7,25.9,26.19
60,31.8,25,26.25
60,31.7,20,26.25
60,31.7,23.8,26.25
60,31.4,24.2,26.19
60,31.6,20,26.25
60,31.7,20,26.19
59,31.8,24.1,26.25
60,31.8,23.8,26.25
60,31.8,20,26.19
59,31.9,20,26.25
59,31.9,20,26.25
59,32,20,26.12
59,32.1,20,26
59,32,20,25.75
59,32,20,25.56
59,32.2,20,25.37
59,32,20,25.25
60,32.2,20,25.25
60,32,20,25.25
60,31.9,20,25.31
60,32,20,25.37
59,32.3,20,25.25
59,32.2,20,25.12
59,32.1,20,25
59,32,20,24.87
59,32,20,24.75
59,31.8,20,24.75
59,32.1,20,24.63
59,32.2,20,24.56
59,32,20,24.5
58,32.1,20,24.44
58,32.1,20,24.44
58,32.2,20,24.44
58,32.2,20,24.44
58,32.2,20,24.37
58,32.1,20,24.44
58,32.1,20,24.37
58,32,20,24.37
58,31.7,20,24.37
57,31.8,20,24.37
57,31.7,20,24.44
57,31.9,20,24.44
57,31.9,20,24.44
57,31.9,20,24.44
57,32,20,24.37
57,31.9,20,24.44
56,31.7,20,24.37
56,31.7,20,24.44
56,31.8,20,24.44
56,32,20,24.44
56,31.8,20,24.37
56,31.7,20,24.44
55,31.7,20,24.37
55,31.7,20,24.37
55,31.7,20,24.37
55,31.7,20,24.44
55,31.7,20,24.44
55,31.6,20,24.44
55,31.7,20,24.44
55,31.8,20,24.5
55,31.9,20,24.5
54,31.9,23.6,24.5
54,31.9,24,24.56
54,31.9,24.4,24.56
54,31.8,25.6,24.56
54,31.8,26.6,24.56
54,31.9,27.1,24.63
54,31.5,28.4,24.56
54,31.6,29,24.69
53,31.6,28.8,24.75
53,31.7,28.4,24.75
53,31.5,29.1,24.75
53,31.7,29.6,24.75
53,31.6,30.4,24.75
53,31.6,31.1,24.87
53,31.7,31.7,24.81
52,31.7,32.3,24.87
52,31.5,32.6,24.94
52,31.6,33,24.94
52,31.6,33.5,24.94
52,31.7,33.8,25
52,31.5,34.3,25
52,31.6,35,25.06
52,31.7,35.4,25.12
52,31.8,35.5,25.19
52,31.8,35.7,25.19
52,31.8,35.9,25.25
52,31.6,36.6,25.25
52,31.6,36.8,25.37
52,31.6,36.8,25.37
52,31.8,36.3,25.44
52,31.8,36.6,25.56
52,31.8,36.7,25.69
52,31.8,36.4,25.81
52,31.8,36.4,25.94
52,31.7,36.3,26.06
52,31.7,36.4,26.12
52,31.7,36.4,26.19
52,31.6,36.2,26.31
52,31.5,35.9,26.37
52,31.7,36,26.44
53,31.5,35.9,26.5
53,31.4,36,26.62
53,31.4,36,26.69
53,31.4,35.9,26.69
52,31.4,35.9,26.75
53,31.5,35.8,26.81
53,31.6,36.1,26.81
53,31.4,36.8,26.87
53,31.5,36.9,26.87
52,31.4,36.9,26.87